"","name","position","height","weight","birthday","birthplace","college","Player_id","first_year","last_year"
"5978","Phillip Tanner","RB","6-0",213,"1988-08-08","in Dallas, TX","Middle Tenn. St.","TannPh00",2011,2014
"5979","Alex Tanney","QB Throws: Right","6-4",220,"1987-11-11","in Lexington, IL","Monmouth (IL)","TannAl00",2015,2019
"5980","Darryl Tapp","DE","6-1",270,"1984-09-13","in Portsmouth, VA","Virginia Tech (College Stats)","TappDa20",2006,2017
"5981","Charles Tapper","DE","6-3",270,"1993-05-07","in Baltimore, MD","Oklahoma (College Stats)","TappCh00",2017,2017
"5982","Jeff Tarpinian","MLB","6-3",238,"1987-10-16","in Omaha, NE","Iowa (College Stats)","TarpJe00",2011,2014
"5983","A.J. Tarpley","LB","6-2",242,"1992-04-30","in Torrance, CA","Stanford (College Stats)",NA,2015,2015
"5984","Teair Tart","DT","6-2",304,"1997-02-28","in Philadelphia, PA","Florida International (College Stats)","TartTe00",2020,2021
"5985","Jaquiski Tartt","SS","6-1",215,"1992-02-18","in Mobile, AL","Samford","TartJa00",2015,2021
"5986","Pasoni Tasini","DT","6-3",307,"1993-05-31","in Wailuku, HI","Snow College (UT), Utah (College Stats)","TasiPa00",2018,2018
"5987","Auden Tate","WR","6-5",228,"1997-02-03","in Irmo, SC","Florida St. (College Stats)","TateAu00",2018,2021
"5988","Ben Tate","RB","5-11",214,"1988-08-21","in Woodbridge, VA","Auburn (College Stats)","TateBe00",2011,2014
"5989","Brandon Tate","WR","6-1",195,"1987-10-05","in Burlington, NC","North Carolina (College Stats)","TateBr00",2009,2018
"5990","Golden Tate","WR","5-10",197,"1988-08-02","in Hendersonville, TN","Notre Dame (College Stats)","TateGo00",2010,2020
"5991","Lofa Tatupu","LB","6-0",250,"1982-11-15","in Wrentham, MA","USC (College Stats)","TatuLo99",2005,2010
"5992","Josiah Tauaefa","LB","6-1",232,"1997-05-05","in Corinth, TX","Texas-San Antonio (College Stats)","TauaJo00",2019,2019
"5993","Pita Taumoepenu","OLB","6-1",245,"1994-03-09","in Euless, TX","Utah (College Stats)","TaumPi00",2017,2021
"5994","Mark Tauscher","T-G","6-3",320,"1977-06-17","in Marshfield, WI","Wisconsin","TausMa20",2000,2010
"5995","J.R. Tavai","OLB","6-1",248,"1993-09-23","in Inglewood, CA","USC (College Stats)",NA,2015,2015
"5996","Jahlani Tavai","LB","6-2",250,"1996-09-28","in Inglewood, CA","Hawaii (College Stats)","TavaJa00",2019,2021
"5997","Giorgio Tavecchio","K","5-10",180,"1990-07-16","in Milan, Italy","California (College Stats)","TaveGi00",2017,2018
"5998","Adarius Taylor","MLB","6-0",230,"1990-09-21","in Bartow, FL","Florida Atlantic","GlanAd00",2014,2020
"5999","Alex Taylor","T","6-8",301,"1997-04-29","in Moncks Corner, SC","South Carolina St.","TaylAl02",2020,2021
"6000","Brandon Taylor","SS","5-11",209,"1990-01-29","in Bogalusa, LA","LSU (College Stats)","TaylBr02",2012,2012
"6001","Chester Taylor","RB","5-11",208,"1979-09-22","in River Rouge, MI","Toledo (College Stats)","TaylCh01",2002,2011
"6002","Cooper Taylor","SS","6-4",229,"1990-04-04","in Atlanta, GA","Richmond","TaylCo01",2013,2015
"6003","Curtis Taylor","DB","6-2",208,"1985-07-13","in Bogalusa, LA","LSU (College Stats)","TaylCu99",2009,2013
"6004","Darrell Taylor","DE","6-4",267,"1997-03-24","","Tennessee (College Stats)","TaylDa00",2021,2021
"6005","Davion Taylor","LB","6-1",230,"1998-08-05","in McComb, MS","Colorado (College Stats)","TaylDa01",2020,2021
"6006","Devin Taylor","DE","6-7",266,"1989-11-15","in Seabrook, SC","South Carolina (College Stats)","TaylDe00",2013,2017
"6007","Fred Taylor","RB","6-1",228,"1976-01-27","in Pahokee, FL","Florida (College Stats)","TaylFr00",1998,2010
"6008","Herbert Taylor","T","6-4",282,"1984-09-22","in Houston, TX","TCU (College Stats)","TaylHe21",2007,2012
"6009","Hilee Taylor","LB","6-3",242,"1986-07-18","in Laurinburg, NC","North Carolina (College Stats)","TaylHi99",2008,2009
"6010","Ike Taylor","DB","6-2",195,"1980-05-05","in New Orleans, LA","Louisiana (College Stats)","TaylIk20",2003,2014
"6011","J.J. Taylor","RB","5-6",185,"1998-01-04","in Corona, CA","Arizona (College Stats)","TaylJJ01",2020,2021
"6012","Jamar Taylor","CB","5-11",192,"1990-09-29","in San Diego, CA","Boise St. (College Stats)","TaylJa01",2013,2020
"6013","Jason Taylor","DE","6-6",244,"1974-09-01","in Pittsburgh, PA","Akron (College Stats)","TaylJa03",1997,2011
"6014","Jawaan Taylor","OL","6-5",312,"1997-11-25","in Cocoa, FL","Florida (College Stats)","TaylJa02",2019,2021
"6015","Jonathan Taylor","RB","5-10",226,"1999-01-19","in Salem, NJ","Wisconsin (College Stats)","TaylJo02",2020,2021
"6016","Jordan Taylor","WR","6-5",195,"1992-02-18","in Sherman, TX","Rice (College Stats)","TaylJo01",2016,2017
"6017","Jullian Taylor","DT","6-5",280,"1995-01-30","in Philadelphia, PA","Temple (College Stats)","TaylJu00",2018,2019
"6018","Keith Taylor","CB","6-3",195,"1998-11-20","in Long Beach, CA","Washington","TaylKe03",2021,2021
"6019","Kerry Taylor","WR","6-0",197,"1989-02-20","in Voorhess, NJ","Arizona St. (College Stats)","TaylKe00",2013,2013
"6020","Lane Taylor","G","6-3",324,"1989-11-22","in Arlington, TX","Oklahoma St. (College Stats)","TaylLa01",2013,2021
"6021","Malik Taylor","WR","6-1",220,"1995-12-21","in Flint, MI","Ferris St.","TaylMa01",2020,2021
"6022","Patrick Taylor","RB","6-3",223,"1998-04-29","in Humble, TX","Memphis (College Stats)","TaylPa01",2021,2021
"6023","Phil Taylor","DL","6-3",320,"1988-04-07","in Georgetown, DC","Baylor (College Stats)","TaylPh00",2011,2014
"6024","Ryan Taylor","TE","6-3",250,"1987-11-16","in Winston-Salem, NC","North Carolina (College Stats)","TaylRy00",2011,2014
"6025","Shakial Taylor","CB","5-11",175,"1996-12-27","in Lakeland, FL","Kansas (College Stats)","TaylSh00",2019,2019
"6026","Stepfan Taylor","RB","5-9",214,"1991-06-09","in Arlington, TX","Stanford (College Stats)","TaylSt00",2013,2016
"6027","Taywan Taylor","WR","5-11",203,"1995-03-02","in Louisville, KY","Western Kentucky (College Stats)","TaylTa00",2017,2020
"6028","Trent Taylor","WR","5-8",180,"1994-04-30","in Cookeville, TN","Louisiana Tech (College Stats)","TaylTr02",2017,2020
"6029","Tyrod Taylor","QB Throws: Right","6-1",217,"1989-08-03","in Hampton, VA","Virginia Tech (College Stats)","TaylTy00",2011,2021
"6030","Vincent Taylor","DT","6-3",311,"1994-01-05","in Baton Rouge, LA","Oklahoma St. (College Stats)","TaylVi00",2017,2021
"6031","Manti Te'o","ILB","6-1",241,"1991-01-26","in Laie, HI","Notre Dame (College Stats)","TeoxMa00",2013,2019
"6032","Daniel Te'o-Nesheim","DE","6-3",250,"1986-11-30","in Pago Pago, American Samoa","October 30, 2017 in Honolulu, HI",NA,2010,2013
"6033","Quinton Teal","DB","6-1",198,"1984-03-08","in Bennettsville, SC","Coastal Carolina","TealQu99",2007,2010
"6034","Roderic Teamer","S","6-0",205,"1997-05-12","in New Orleans, LA","Tulane (College Stats)","TeamRo00",2019,2021
"6035","Tim Tebow","QB Throws: Left","6-2",236,"1987-08-14","in Makati City, Phillipines","Florida (College Stats)","TeboTi00",2010,2012
"6036","Sam Tecklenburg","C","6-4",310,"1997-01-31","in Plano, TX","Baylor (College Stats)","TeckSa00",2020,2021
"6037","Randall Telfer","TE","6-4",250,"1992-05-16","in Rancho Cucamonga, CA","USC (College Stats)","TelfRa00",2016,2017
"6038","Marvell Tell III","S","6-2",198,"1996-08-02","in Pasadena, CA","USC (College Stats)","TellMa00",2019,2019
"6039","Wyatt Teller","OG","6-4",314,"1994-11-21","in Manassas, VA","Virginia Tech (College Stats)","TellWy00",2018,2021
"6040","Matt Tennant","C","6-4",274,"1987-03-19","in Cincinnati, OH","Boston Col.","TennMa20",2010,2012
"6041","Mike Tepper","T","6-5",320,"1985-12-11","in Cypress, CA","California","TeppMi00",2011,2011
"6042","AJ Terrell","CB","6-1",195,"1998-09-23","in Rochester, NY","Clemson (College Stats)","TerrAJ00",2020,2021
"6043","Steven Terrell","DB","5-10",197,"1990-09-21","in Allen, TX","Texas A&M (College Stats)","TerrSt00",2014,2017
"6044","Craig Terrill","DT","6-2",295,"1980-06-27","in Lebanon, IN","Purdue (College Stats)","TerrCr20",2004,2010
"6045","Adam Terry","T","6-8",335,"1982-09-01","in Glens Falls, NY","Syracuse","TerrAd20",2005,2010
"6046","Martin Tevaseu","DT","6-1",310,"1987-10-07","in Oakland, CA","UNLV (College Stats)","TevaMa00",2011,2012
"6047","Sam Tevi","OT","6-5",315,"1994-11-15","in Euless, TX","Utah (College Stats)","TeviSa00",2017,2020
"6048","Robenson Therezie","SS","5-9",208,"1991-08-05","in Miami, FL","Auburn (College Stats)","TherRo00",2015,2016
"6049","John Theus","OT","6-6",303,"1994-01-19","in Jacksonville , FL","Georgia (College Stats)","TheuJo00",2016,2016
"6050","Adam Thielen","WR","6-2",200,"1990-08-22","in Detroit Lakes, MN","Minnesota St.","ThieAd00",2014,2021
"6051","Marcus Thigpen","WR","5-9",193,"1986-05-15","in Detroit, MI","Indiana (College Stats)","ThigMa00",2012,2015
"6052","Tyler Thigpen","QB Throws: Right","6-3",235,"1984-04-14","in Winnsboro, SC","Coastal Carolina","ThigTy00",2007,2012
"6053","Adalius Thomas","LB-DE","6-2",270,"1977-08-18","in Equality, AL","Southern Miss (College Stats)","ThomAd00",2000,2009
"6054","Ahmad Thomas","FS","6-0",227,"1994-12-15","in Miami, FL","Oklahoma (College Stats)","ThomAh00",2018,2019
"6055","Ambry Thomas","CB","6-0",190,"1999-09-09","in Detroit, MI","Michigan (College Stats)","ThomAm00",2021,2021
"6056","Andrew Thomas","OL","6-5",315,"1999-01-22","in Lithonia, GA","Georgia (College Stats)","ThomAn02",2020,2021
"6057","Bryan Thomas","DE","6-4",265,"1979-06-07","in Birmingham, AL","Ala-Birmingham (College Stats)","ThomBr21",2002,2012
"6058","Cam Thomas","DT","6-3",330,"1986-12-12","in Robbins, NC","North Carolina (College Stats)","ThomCa99",2010,2017
"6059","Chad Thomas","DE","6-5",278,"1995-10-12","in Miami, FL","Miami (FL) (College Stats)","ThomCh06",2018,2019
"6060","Chase Thomas","LB","6-3",241,"1989-06-10","in Marietta, GA","Stanford (College Stats)","ThomCh04",2014,2014
"6061","Dallas Thomas","OT","6-5",306,"1989-10-30","in Baton Rouge, LA","Tennessee","ThomDa04",2013,2016
"6062","Daniel Thomas","RB","6-0",225,"1987-10-29","in Hilliard, FL","Northwest Mississippi CC, Kansas St. (College Stats)","ThomDa03",2011,2014
"6063","Daniel Thomas","S","5-10",215,"1998-07-01","in Montgomery, AL","Auburn (College Stats)","ThomDa07",2020,2021
"6064","David Thomas","TE","6-3",248,"1983-07-05","in Plainview, TX","Texas (College Stats)","ThomDa02",2006,2012
"6065","De'Anthony Thomas","WR","5-8",176,"1993-01-05","in Los Angeles, CA","Oregon (College Stats)","ThomDe05",2014,2019
"6066","Demaryius Thomas","WR","6-3",225,"1987-12-25","in Montrose, GA","Georgia Tech (College Stats)","ThomDe03",2010,2019
"6067","Devin Thomas","WR","6-2",215,"1986-11-15","in Ann Arbor, MI","Michigan St. (College Stats)","ThomDe02",2008,2011
"6068","Donald Thomas","G","6-3",295,"1985-09-25","in West Haven, CT","Connecticut (College Stats)","ThomDo26",2008,2013
"6069","Dymonte Thomas","SS","6-2",199,"1993-11-30","in Alliance, OH","Michigan (College Stats)","ThomDy01",2017,2018
"6070","Earl Thomas","DB","5-10",202,"1989-05-07","in Orange, TX","Texas (College Stats)","ThomEa99",2010,2019
"6071","Hollis Thomas","DT","6-0",306,"1974-01-10","in Abilene, TX","Northern Illinois (College Stats)","ThomHo20",1996,2009
"6072","Ian Thomas","TE","6-4",260,"1996-06-06","in Baltimore, MD","Indiana (College Stats)","ThomIa00",2018,2021
"6073","J.T. Thomas","LB","6-1",241,"1988-08-15","in Fort Lauderdale, FL","West Virginia (College Stats)",NA,2012,2017
"6074","Jaimie Thomas","G","6-4",330,"1986-08-24","in Harrisburg, PA","Maryland (College Stats)","ThomJa22",2010,2010
"6075","Jemea Thomas","CB","5-9",192,"1990-04-07","in Fitzgerald, GA","Georgia Tech (College Stats)","ThomJe03",2014,2014
"6076","Joe Thomas","T","6-6",312,"1984-12-04","in Brookfield, WI","Wisconsin (College Stats)","ThomJo28",2007,2017
"6077","Joe Thomas","LB","6-1",233,"1991-05-06","in Blackville, SC","South Carolina St.","ThomJo04",2015,2021
"6078","Jordan Thomas","TE","6-5",277,"1996-08-02","in Hattiesburg, MS","Mississippi St. (College Stats)","ThomJo05",2018,2020
"6079","Josh Thomas","DE","6-5",271,"1981-06-26","in Plymouth, MA","Syracuse (College Stats)","ThomJo25",2004,2009
"6080","Josh Thomas","DB","5-10",196,"1989-05-03","in Cedar Hill, TX","Buffalo (College Stats)","ThomJo01",2011,2015
"6081","Josh Thomas","DB","6-0",205,"1996-11-19","in Montgomery, AL","Appalachian St.","ThomJo06",2020,2020
"6082","Julius Thomas","TE","6-5",256,"1988-06-27","in Stockton, CA","Portland St.","ThomJu00",2011,2017
"6083","Kevin Thomas","DB","6-0",192,"1986-09-20","in St. Louis, MO","USC","ThomKe99",2011,2011
"6084","Kiondre Thomas","CB","6-0",186,"1998-02-07","in Fort Smith, AR","Kansas St.","ThomKi00",2021,2021
"6085","Lamaar Thomas","WR","6-0",185,"1990-04-23","in Washington, DC","New Mexico (College Stats)","ThomLa02",2013,2013
"6086","Lawrence Thomas","DE","6-3",286,"1993-04-16","in Detroit, MI","Michigan St. (College Stats)","ThomLa04",2016,2017
"6087","Logan Thomas","QB/TE","6-6",250,"1991-07-01","in Lynchburg, VA","Virginia Tech (College Stats)","ThomLo00",2014,2021
"6088","Marcus Thomas","DT","6-3",314,"1985-09-23","in Yokosuka, Japan","Florida (College Stats)","ThomMa99",2007,2011
"6089","Matthew Thomas","OLB","6-3",232,"1995-07-21","in Fort Lauderdale, FL","Florida St. (College Stats)","ThomMa00",2018,2018
"6090","Michael Thomas","S","5-11",195,"1990-03-17","in Houston, TX","Stanford (College Stats)","ThomMi02",2013,2020
"6091","Michael Thomas","WR","6-3",212,"1993-03-03","in Los Angeles, CA","Ohio St. (College Stats)","ThomMi05",2016,2020
"6092","Mike Thomas","WR","5-8",187,"1987-06-04","in Bossier City, LA","Arizona (College Stats)","ThomMi01",2009,2012
"6093","Mike Thomas","WR","6-1",189,"1994-08-16","in Chicago, IL","Southern Miss (College Stats)","ThomMi04",2016,2021
"6094","Phillip Thomas","FS","6-1",208,"1989-03-01","in Bakersfield, CA","Fresno St. (College Stats)","ThomPh00",2014,2014
"6095","Pierre Thomas","RB","5-11",210,"1984-12-18","in Chicago, IL","Illinois (College Stats)","ThomPi00",2007,2015
"6096","Randy Thomas","G","6-5",306,"1976-01-19","in East Point, GA","Mississippi St.","ThomRa21",1999,2009
"6097","Robert Thomas","NT","6-1",316,"1991-02-18","in Muskogee, OK","Arkansas (College Stats)","ThomRo04",2015,2018
"6098","Roc Thomas","RB","5-10",198,"1995-09-02","in Oxford, AL","Jacksonville St.","ThomRo05",2018,2018
"6099","Shamarko Thomas","SS","5-9",205,"1991-02-23","in Virginia Beach, VA","Syracuse (College Stats)","ThomSh00",2013,2018
"6100","Simeon Thomas","CB","6-3",197,"1993-09-22","in Miami, FL","Louisiana (College Stats)","ThomSi00",2019,2019
"6101","Solomon Thomas","DE","6-3",280,"1995-08-26","in Chicago, IL","Stanford (College Stats)","ThomSo00",2017,2021
"6102","Tavierre Thomas","DB","5-10",205,"1996-03-11","in Detroit, MI","Ferris St.","ThomTa01",2018,2021
"6103","Terrell Thomas","DB","6-1",197,"1985-01-08","in Los Angeles County, CA","USC (College Stats)","ThomTe99",2008,2013
"6104","Tra Thomas","T","6-7",349,"1974-11-20","in DeLand, FL","Florida St.","ThomTr00",1998,2009
"6105","Stantley Thomas-Oliver","CB","6-0",190,"1998-06-04","in Punta Gordo, FL","Florida International (College Stats)","ThomSt00",2020,2021
"6106","Kenbrell Thompkins","WR","6-0",196,"1988-07-29","in Liberty City, FL","Cincinnati (College Stats)","ThomKe02",2013,2015
"6107","Brandon Thompson","DT","6-2",314,"1989-10-19","in Thomasville, GA","Clemson (College Stats)","ThomBr01",2012,2015
"6108","Brandyn Thompson","DB","5-9",189,"1989-10-30","in Elk Grove, CA","Boise St. (College Stats)","ThomBr00",2011,2011
"6109","Carlos Thompson","LB","6-5",250,"1992-02-16","in Hollandale, MS","Mississippi (College Stats)","ThomCa02",2015,2017
"6110","Chaun Thompson","ROLB","6-2",250,"1980-05-22","in Mount Pleasant, TX","West Texas A&M","ThomCh23",2003,2009
"6111","Chris Thompson","RB","5-8",195,"1990-10-20","in Greenville, FL","Florida St. (College Stats)","ThomCh03",2013,2020
"6112","Chris Thompson","WR","6-0",175,"1994-05-09","in Gainesville, FL","Florida (College Stats)","ThomCh05",2017,2017
"6113","Christian Thompson","FS","6-0",213,"1990-06-14","in Fort Lauderdale, FL","South Carolina St.","ThomCh01",2012,2012
"6114","Cody Thompson","WR","6-2",205,"1996-01-11","in Huron, OH","Toledo (College Stats)","ThomCo04",2021,2021
"6115","Colin Thompson","TE","6-4",255,"1993-12-15","in Doylestown, PA","Temple, Florida (College Stats)","ThomCo03",2020,2021
"6116","Corey Thompson","LB","6-1",222,"1993-12-23","in Missouri City, TX","LSU (College Stats)","ThomCo02",2018,2019
"6117","Darian Thompson","FS","6-2",211,"1993-09-22","in Lancaster, CA","Boise St. (College Stats)","ThomDa05",2016,2021
"6118","Darwin Thompson","RB","5-8",200,"1997-02-12","in Tulsa, OK","Utah St. (College Stats)","ThomDa06",2019,2020
"6119","Deionte Thompson","S","6-1",195,"1997-02-11","in Orange, TX","Alabama (College Stats)","ThomDe06",2019,2021
"6120","Deonte Thompson","WR","6-0",204,"1989-02-14","in Belle Glades, FL","Florida (College Stats)","ThomDe04",2012,2018
"6121","Jalen Thompson","FS","5-11",190,"1998-07-18","in Paramount, CA","Washington St. (College Stats)","ThomJa04",2019,2021
"6122","Jeremy Thompson","DE","6-4",262,"1985-10-09","in Voorhess, NJ","Wake Forest (College Stats)","ThomJe99",2008,2009
"6123","Jordan Thompson","TE","6-4",248,"1989-07-12","in Rockford, OH","Ohio","ThomJo03",2014,2014
"6124","Juwan Thompson","RB","6-2",210,"1992-05-13","in Fairburn, GA","Duke (College Stats)","ThomJu01",2014,2016
"6125","Mykkele Thompson","S","6-2",195,"1993-04-22","in Naples, Italy","Texas","ThomMy00",2016,2016
"6126","Peyton Thompson","CB","5-11",180,"1990-09-26","in Abilene, TX","San Jose St. (College Stats)","ThomPe00",2014,2017
"6127","Shaq Thompson","OLB","6-0",230,"1994-04-21","in Sacramento, CA","Washington (College Stats)","ThomSh01",2015,2021
"6128","Syd'Quan Thompson","DB","5-9",182,"1987-02-07","in Sacramento, CA","California (College Stats)","ThomSy99",2010,2010
"6129","Taylor Thompson","TE","6-6",259,"1989-10-19","in Plano, TX","SMU (College Stats)","ThomTa00",2012,2014
"6130","Tedric Thompson","SS","6-0",204,"1995-01-20","in Inglewood, CA","Colorado (College Stats)","ThomTe00",2017,2020
"6131","Juan Thornhill","S","6-0",203,"1995-10-19","in Alatvista, VA","Virginia (College Stats)","ThorJu00",2019,2021
"6132","Cedric Thornton","DT","6-4",290,"1988-06-21","in Star City, AR","Southern Arkansas","ThorCe00",2012,2017
"6133","David Thornton","LB","6-2",233,"1978-11-01","in Goldsboro, NC","North Carolina (College Stats)","ThorDa20",2002,2009
"6134","Hugh Thornton","OG","6-3",320,"1991-06-28","in Boise, ID","Illinois (College Stats)","ThorHu00",2013,2015
