"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot","short_team_name","injury","total_injuries","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter","age","bmi"
"Kenny Young","Baltimore Ravens","rav",2018,16,1,0,"knee",1,1,0,0,0,0,0,0,1,0,"BAL","1",1,"DEF",2018,4,122,73,234,"1994-11-15",4.6,7.38,23,117,73,236,4.48,36,0,24,30.8692062300619
"Tavon Young","Baltimore Ravens","rav",2018,16,7,1,"hip ankle groin",6,16,0,0,0,1,0,0,1,1,"BAL","1",3,"DEF",2016,4,104,69,185,"1994-03-14",4.46,6.8,9,118,69,183,3.93,34.5,0,24,27.3167401806343
"Josh Allen","Buffalo Bills","buf",2018,16,4,4,"rightelbow",7,10,0,0,0,0,1,0,0,0,"BUF","1",1,"QB",2018,1,7,77,237,"1996-05-21",4.75,6.9,NA,119,77,237,4.4,33.5,1,22,28.1010288412886
"Derek Anderson","Buffalo Bills","buf",2018,16,5,5,"concussion",9,13,1,0,0,0,0,0,0,0,"BUF","1",1,"QB",2005,6,213,78,235,"1983-06-15",5.03,7.67,0,103,78,242,4.62,29,1,35,27.1540105193951
"Russell Bodine","Buffalo Bills","buf",2018,16,5,4,"shoulder shin",11,16,0,1,0,0,0,0,1,0,"BUF","1",2,"OL",2014,4,111,75,308,"1992-06-30",5.18,8.26,42,109,75,310,4.66,29,1,26,38.4931555555556
"Corey Bojorquez","Buffalo Bills","buf",2018,16,8,8,"shoulder",9,16,0,1,0,0,0,0,0,0,"BUF","1",1,"P",NA,NA,NA,72,217,"1996-09-13",NA,NA,NA,NA,NA,NA,NA,NA,0,22,29.4272762345679
"Rafael Bush","Buffalo Bills","buf",2018,16,1,1,"shoulder",5,5,0,1,0,0,0,0,0,0,"BUF","1",1,"DEF",NA,NA,NA,71,203,"1987-05-12",NA,NA,NA,NA,NA,NA,NA,NA,1,31,28.309660781591
"Charles Clay","Buffalo Bills","buf",2018,16,5,2,"shoulder ankle hamstring",4,12,0,1,0,0,0,0,1,1,"BUF","1",3,"TE",2011,6,174,75,246,"1989-02-13",4.69,7.07,18,118,75,245,4.15,33.5,1,29,30.7445333333333
"Jason Croom","Buffalo Bills","buf",2018,16,2,1,"knee groin",4,13,0,0,0,0,0,0,2,0,"BUF","1",2,"TE",NA,NA,NA,77,246,"1994-02-28",NA,NA,NA,NA,NA,NA,NA,NA,0,24,29.1681565188059
"Phillip Gaines","Buffalo Bills","buf",2018,16,1,1,"elbow",3,3,0,0,0,0,1,0,0,0,"BUF","1",1,"DEF",2014,3,87,72,193,"1991-04-04",4.38,6.62,11,122,72,193,4.04,36.5,1,27,26.1726466049383
"Stephen Hauschka","Buffalo Bills","buf",2018,16,1,0,"righthip",14,14,0,0,0,1,0,0,0,0,"BUF","1",1,"K",NA,NA,NA,76,210,"1985-06-29",NA,NA,NA,NA,NA,NA,NA,NA,0,33,25.5592105263158
"Andre Holmes","Buffalo Bills","buf",2018,16,1,0,"neck",10,10,1,0,0,0,0,0,0,0,"BUF","1",1,"WR",NA,NA,NA,76,210,"1988-06-16",4.51,6.69,11,130,76,210,4.31,35,0,30,25.5592105263158
"Micah Hyde","Buffalo Bills","buf",2018,16,1,1,"groin",5,5,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2013,5,159,72,197,"1990-12-31",4.56,6.78,12,121,72,197,4.2,33,1,27,26.7150848765432
"Chris Ivory","Buffalo Bills","buf",2018,16,4,3,"shoulder",10,16,0,1,0,0,0,0,0,0,"BUF","1",1,"RB",NA,NA,NA,72,223,"1988-03-22",NA,NA,NA,NA,NA,NA,NA,NA,0,30,30.2409336419753
"Taron Johnson","Buffalo Bills","buf",2018,16,7,5,"shoulder",2,16,0,1,0,0,0,0,0,0,"BUF","1",1,"DEF",2018,4,121,71,192,"1996-07-27",4.5,7.03,17,118,72,180,4.28,33,1,22,26.7756397540171
"Taiwan Jones","Buffalo Bills","buf",2018,16,11,10,"head neck",3,16,2,0,0,0,0,0,0,0,"BUF","1",2,"RB",2011,4,125,72,195,"1988-07-26",4.33,NA,13,NA,72,194,NA,NA,0,30,26.4438657407407
"Shaq Lawson","Buffalo Bills","buf",2018,16,3,2,"hamstring elbow",2,11,0,0,0,0,1,0,1,0,"BUF","1",2,"DEF",2016,1,19,75,270,"1994-06-17",4.7,7.16,NA,120,75,269,4.21,33,0,24,33.744
"Ryan Lewis","Buffalo Bills","buf",2018,16,3,3,"concussion",14,16,1,0,0,0,0,0,0,0,"BUF","1",1,"DEF",NA,NA,NA,72,185,"1994-04-15",NA,NA,NA,NA,NA,NA,NA,NA,0,24,25.0877700617284
"Ray-Ray McCloud","Buffalo Bills","buf",2018,16,4,3,"knee  notinjuryrelated",1,7,0,0,0,0,0,0,1,0,"BUF","1",1,"WR",2018,6,187,69,190,"1996-10-15",4.53,NA,13,113,69,190,NA,34.5,0,22,28.0550304557866
"LeSean McCoy","Buffalo Bills","buf",2018,16,4,2,"rib concussion hamstring",3,14,1,0,1,0,0,0,1,0,"BUF","1",3,"RB",2009,2,53,71,210,"1988-07-12",4.5,NA,NA,NA,70,198,NA,NA,1,30,29.2858559809562
"Isaiah McKenzie","Buffalo Bills","buf",2018,16,1,0,"toe",13,13,0,0,0,0,0,0,0,1,"BUF","1",1,"WR",2017,5,172,68,173,"1995-04-09",4.42,6.64,11,123,67,173,4.15,36,0,23,26.3016868512111
"Matt Milano","Buffalo Bills","buf",2018,16,3,3,"shin",14,16,0,0,0,0,0,0,1,0,"BUF","1",1,"OL",2017,5,163,72,223,"1994-07-28",4.67,NA,24,126,72,223,NA,35,1,24,30.2409336419753
"John Miller","Buffalo Bills","buf",2018,16,1,1,"oblique",12,12,0,0,1,0,0,0,0,0,"BUF","1",1,"OL",2015,3,81,75,315,"1993-08-12",5.33,8.2,29,104,74,303,4.75,27,1,25,39.368
"Marcus Murphy","Buffalo Bills","buf",2018,16,3,3,"rib elbow",4,16,0,0,1,0,1,0,0,0,"BUF","1",2,"RB",2015,7,230,69,195,"1991-03-10",4.61,0,11,109,69,198,4.4,29,1,27,28.7933207309389
"Trent Murphy","Buffalo Bills","buf",2018,16,4,3,"knee",8,11,0,0,0,0,0,0,1,0,"BUF","1",1,"DEF",2014,2,47,78,260,"1990-12-22",4.86,6.78,19,118,77,250,4.2,35.5,1,27,30.042735042735
"Julian Stanford","Buffalo Bills","buf",2018,16,2,2,"nose  ankle",1,16,1,0,0,0,0,0,0,1,"BUF","1",2,"DEF",NA,NA,NA,73,230,"1990-09-02",NA,NA,NA,NA,NA,NA,NA,NA,0,28,30.3415274910865
"Logan Thomas","Buffalo Bills","buf",2018,16,1,1,"hamstring",14,14,0,0,0,0,0,0,1,0,"BUF","1",1,"QB",2014,4,120,78,250,"1991-07-01",4.61,7.05,NA,118,78,248,4.18,35.5,0,27,28.8872452333991
"Deonte Thompson","Buffalo Bills","buf",2018,16,1,1,"toe",16,16,0,0,0,0,0,0,0,1,"BUF","1",1,"WR",NA,NA,NA,72,204,"1989-02-14",NA,NA,NA,NA,NA,NA,NA,NA,0,29,27.6643518518519
"Mario Addison","Carolina Panthers","car",2018,16,1,0,"shoulder",9,9,0,1,0,0,0,0,0,0,"CAR","1",1,"DEF",NA,NA,NA,75,260,"1987-09-06",NA,NA,NA,NA,NA,NA,NA,NA,1,31,32.4942222222222
"Kenjon Barner","Carolina Panthers","car",2018,16,1,1,"knee",16,16,0,0,0,0,0,0,1,0,"CAR","1",1,"RB",2013,6,182,69,195,"1989-04-28",4.52,6.87,20,122,69,196,4.2,35.5,0,29,28.7933207309389
"Damiere Byrd","Carolina Panthers","car",2018,16,8,8,"knee ankle arm",2,16,0,0,0,0,1,0,1,1,"CAR","1",3,"WR",NA,NA,NA,69,175,"1993-01-27",NA,NA,NA,NA,NA,NA,NA,NA,0,25,25.8401596303298
"Devin Funchess","Carolina Panthers","car",2018,16,2,1,"back",11,12,0,0,1,0,0,0,0,0,"CAR","1",1,"WR",2015,2,41,76,225,"1994-05-21",4.7,NA,17,122,76,232,NA,38.5,0,24,27.3848684210526
"Graham Gano","Carolina Panthers","car",2018,16,4,4,"knee",13,16,0,0,0,0,0,0,1,0,"CAR","1",1,"K",NA,NA,NA,74,202,"1987-04-09",NA,NA,NA,NA,72,194,NA,NA,0,31,25.9324324324324
"Rashaan Gaulden","Carolina Panthers","car",2018,16,1,1,"ankle",7,7,0,0,0,0,0,0,0,1,"CAR","1",1,"DEF",2018,3,85,72,200,"1995-01-23",4.61,7.16,8,119,73,193,4.33,30,0,23,27.1219135802469
"Taylor Heinicke","Carolina Panthers","car",2018,16,1,1,"elbow",16,16,0,0,0,0,1,0,0,0,"CAR","1",1,"QB",NA,NA,NA,73,210,"1993-03-15",NA,NA,NA,NA,NA,NA,NA,NA,1,25,27.7031337962094
"Donte Jackson","Carolina Panthers","car",2018,16,1,0,"groin",3,3,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2018,2,55,70,180,"1995-11-08",4.32,NA,7,124,71,175,NA,NA,1,23,25.8244897959184
"Ryan Kalil","Carolina Panthers","car",2018,16,1,0,"ankle",9,9,0,0,0,0,0,0,0,1,"CAR","1",1,"OL",2007,2,59,74,300,"1985-03-29",4.96,7.5,34,104,75,299,4.34,26,1,33,38.5135135135135
"Brendan Mahon","Carolina Panthers","car",2018,16,4,4,"concussion",13,16,1,0,0,0,0,0,0,0,"CAR","1",1,"OL",NA,NA,NA,76,320,"1995-01-17",NA,NA,NA,NA,NA,NA,NA,NA,0,23,38.9473684210526
"Chris Manhertz","Carolina Panthers","car",2018,16,1,0,"foot",1,1,0,0,0,0,0,0,0,1,"CAR","1",1,"TE",NA,NA,NA,78,255,"1992-04-10",NA,NA,NA,NA,NA,NA,NA,NA,1,26,29.4649901380671
"David Mayo","Carolina Panthers","car",2018,16,1,0,"groin",9,9,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2015,5,169,74,240,"1993-08-18",NA,NA,NA,NA,NA,NA,NA,NA,0,25,30.8108108108108
"Marshall Newhouse","Carolina Panthers","car",2018,16,1,0,"hip",16,16,0,0,0,1,0,0,0,0,"CAR","1",1,"OL",2010,5,169,76,330,"1988-09-29",4.99,7.4,25,97,76,319,4.6,25,0,30,40.1644736842105
"Cam Newton","Carolina Panthers","car",2018,16,2,2,"rightshoulder",15,16,0,1,0,0,0,0,0,0,"CAR","1",1,"QB",2011,1,1,77,245,"1989-05-11",4.56,6.92,NA,126,77,248,4.18,35,1,29,29.0495867768595
"Jared Norris","Carolina Panthers","car",2018,16,13,13,"toe",4,16,0,0,0,0,0,0,0,1,"CAR","1",1,"DEF",NA,NA,NA,73,238,"1993-07-19",4.8,NA,19,114,73,241,4.52,29.5,0,25,31.3968849690373
"Greg Olsen","Carolina Panthers","car",2018,16,9,7,"back foot",1,16,0,0,1,0,0,0,0,1,"CAR","1",2,"TE",2007,1,31,77,255,"1985-03-11",4.51,7.04,23,114,78,254,4.48,35.5,1,33,30.2352841963232
"Eric Reid","Carolina Panthers","car",2018,16,1,0,"shoulder",9,9,0,1,0,0,0,0,0,0,"CAR","1",1,"DEF",2013,1,18,73,215,"1991-12-10",4.53,6.99,17,134,73,213,4.22,40.5,1,26,28.3627322199287
"Da'Norris Searcy","Carolina Panthers","car",2018,16,14,14,"concussion",3,16,1,0,0,0,0,0,0,0,"CAR","1",1,"DEF",2011,4,100,71,205,"1988-11-16",4.55,6.87,27,120,71,223,4.09,33,1,30,28.5885736956953
"Kawann Short","Carolina Panthers","car",2018,16,3,2,"calf notinjuryrelated",14,16,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2013,2,44,75,315,"1989-02-02",5.08,NA,NA,NA,75,299,NA,NA,1,29,39.368
"Amini Silatolu","Carolina Panthers","car",2018,16,5,4,"knee  concussion",1,16,1,0,0,0,0,0,1,0,"CAR","1",2,"OL",2012,2,40,76,305,"1988-09-16",5.33,7.95,28,107,76,311,4.87,31.5,0,30,37.1217105263158
"Andre Smith","Carolina Panthers","car",2018,16,3,3,"hamstring",5,7,0,0,0,0,0,0,1,0,"CAR","1",1,"DEF",2018,7,234,72,240,"1997-04-20",4.63,NA,19,NA,72,237,NA,NA,0,21,32.5462962962963
"Torrey Smith","Carolina Panthers","car",2018,16,5,4,"knee",7,11,0,0,0,0,0,0,1,0,"CAR","1",1,"WR",2011,2,58,72,205,"1989-01-26",4.41,6.72,19,126,73,204,4.13,41,0,29,27.7999614197531
"Shaq Thompson","Carolina Panthers","car",2018,16,2,2,"shoulder",15,16,0,1,0,0,0,0,0,0,"CAR","1",1,"OL",2015,1,25,72,230,"1994-04-21",4.64,6.99,NA,117,72,228,4.08,33.5,1,24,31.190200617284
"Trai Turner","Carolina Panthers","car",2018,16,3,3,"concussion ankle",2,16,1,0,0,0,0,0,0,1,"CAR","1",2,"OL",2014,3,92,75,315,"1993-06-14",4.93,NA,25,NA,75,310,NA,27.5,1,25,39.368
"Daryl Williams","Carolina Panthers","car",2018,16,16,15,"knee",1,16,0,0,0,0,0,0,1,0,"CAR","1",1,"OL",2015,4,102,78,330,"1992-08-31",5.34,NA,27,97,77,327,5.15,26,1,26,38.1311637080868
"Sam Acho","Chicago Bears","chi",2018,16,12,12,"pectoral",5,16,0,0,1,0,0,0,0,0,"CHI","1",1,"DEF",2011,4,103,75,259,"1988-09-06",4.67,6.69,23,112,74,262,4.32,33.5,0,30,32.3692444444444
"Prince Amukamara","Chicago Bears","chi",2018,16,1,1,"hamstring",4,4,0,0,0,0,0,0,1,0,"CHI","1",1,"DEF",2011,1,19,72,206,"1989-06-06",4.38,6.97,15,128,72,206,4.08,38,1,29,27.9355709876543
"Ben Braunecker","Chicago Bears","chi",2018,16,1,1,"concussion",8,8,1,0,0,0,0,0,0,0,"CHI","1",1,"TE",NA,NA,NA,75,247,"1994-02-07",NA,NA,NA,NA,NA,NA,NA,NA,1,24,30.8695111111111
"Daniel Brown","Chicago Bears","chi",2018,16,1,1,"shoulder",1,1,0,1,0,0,0,0,0,0,"CHI","1",1,"TE",NA,NA,NA,77,247,"1992-05-26",NA,NA,NA,NA,NA,NA,NA,NA,0,26,29.2867262607522
"Deon Bush","Chicago Bears","chi",2018,16,1,1,"hamstring",13,13,0,0,0,0,0,0,1,0,"CHI","1",1,"DEF",2016,4,124,72,187,"1993-08-14",4.64,NA,17,123,72,199,NA,36,1,25,25.3589891975309
"Bryce Callahan","Chicago Bears","chi",2018,16,4,3,"ankle foot",6,16,0,0,0,0,0,0,0,2,"CHI","1",2,"DEF",NA,NA,NA,69,188,"1991-10-23",NA,NA,NA,NA,NA,NA,NA,NA,1,27,27.7597143457257
"Marcus Cooper","Chicago Bears","chi",2018,16,4,4,"hamstring",3,6,0,0,0,0,0,0,1,0,"CHI","1",1,"DEF",2013,7,252,74,193,"1990-02-01",NA,NA,NA,NA,NA,NA,NA,NA,0,28,24.777027027027
"Benny Cunningham","Chicago Bears","chi",2018,16,1,1,"ankle",12,12,0,0,0,0,0,0,0,1,"CHI","1",1,"RB",NA,NA,NA,70,218,"1990-07-07",NA,NA,NA,NA,NA,NA,NA,NA,0,28,31.2763265306122
"Akiem Hicks","Chicago Bears","chi",2018,16,1,0,"achilles",12,12,0,0,0,0,0,0,0,1,"CHI","1",1,"DEF",2012,3,89,76,335,"1989-11-16",NA,NA,NA,NA,NA,NA,NA,NA,1,29,40.7730263157895
"DeAndre Houston-Carson","Chicago Bears","chi",2018,16,3,3,"forearm",1,3,1,0,0,0,1,0,0,0,"CHI","1",2,"DEF",2016,6,185,72,202,"1993-04-13",4.54,7.15,13,115,73,201,4.28,32.5,0,25,27.3931327160494
"Eddie Jackson","Chicago Bears","chi",2018,16,4,2,"shin ankle",13,16,0,0,0,0,0,0,1,1,"CHI","1",2,"DEF",2017,4,112,72,206,"1993-12-10",NA,NA,10,NA,72,201,NA,NA,1,24,27.9355709876543
"Eric Kush","Chicago Bears","chi",2018,16,1,1,"neck",7,7,1,0,0,0,0,0,0,0,"CHI","1",1,"OL",2013,6,170,76,317,"1989-09-09",NA,NA,NA,NA,NA,NA,NA,NA,0,29,38.5822368421053
"Kyle Long","Chicago Bears","chi",2018,16,8,8,"foot",8,15,0,0,0,0,0,0,0,1,"CHI","1",1,"OL",2013,1,20,78,332,"1988-12-05",4.91,7.83,NA,107,78,313,4.63,28,1,30,38.362261669954
"Aaron Lynch","Chicago Bears","chi",2018,16,3,3,"concussion elbow",11,16,1,0,0,0,1,0,0,0,"CHI","1",2,"DEF",2014,5,150,77,285,"1993-02-08",4.76,NA,18,NA,77,249,NA,NA,0,25,33.7923764547141
"Khalil Mack","Chicago Bears","chi",2018,16,3,2,"ankle",6,8,0,0,0,0,0,0,0,1,"CHI","1",1,"OL",2014,1,5,75,267,"1991-02-22",4.65,7.08,23,128,75,251,4.18,40,1,27,33.3690666666667
"Sherrick McManis","Chicago Bears","chi",2018,16,1,1,"hamstring",12,12,0,0,0,0,0,0,1,0,"CHI","1",1,"DEF",2010,5,144,71,203,"1987-12-19",4.48,NA,NA,NA,71,195,NA,NA,1,30,28.309660781591
"Anthony Miller","Chicago Bears","chi",2018,16,1,1,"shoulder",4,4,0,1,0,0,0,0,0,0,"CHI","1",1,"WR",2018,2,51,71,199,"1994-10-09",NA,NA,22,NA,71,201,NA,NA,0,24,27.7518349533823
"Bilal Nichols","Chicago Bears","chi",2018,16,8,1,"knee",8,16,0,0,0,0,0,0,1,0,"CHI","1",1,"DEF",2018,5,145,75,302,"1996-09-14",4.95,NA,29,NA,76,306,NA,NA,0,22,37.7432888888889
"Allen Robinson","Chicago Bears","chi",2018,16,5,3,"groin hip ribs",6,16,0,0,1,1,0,0,1,0,"CHI","1",3,"WR",2014,2,61,74,220,"1993-08-24",4.6,7,NA,127,75,220,4,39,1,25,28.2432432432432
"Adam Shaheen","Chicago Bears","chi",2018,16,10,10,"foot  concussion",1,11,1,0,0,0,0,0,0,1,"CHI","1",2,"TE",2017,2,45,79,257,"1994-10-24",4.79,7.09,24,121,78,278,4.38,32.5,1,24,28.9490466271431
"Dion Sims","Chicago Bears","chi",2018,16,8,8,"concussion",9,16,1,0,0,0,0,0,0,0,"CHI","1",1,"TE",2013,4,106,76,268,"1991-02-18",4.75,7.36,22,112,77,262,4.52,35,1,27,32.6184210526316
"Mitchell Trubisky","Chicago Bears","chi",2018,16,2,2,"rightshoulder",11,12,0,1,0,0,0,0,0,0,"CHI","1",1,"QB",2017,1,2,74,220,"1994-08-20",4.67,6.87,NA,116,74,222,4.25,27.5,1,24,28.2432432432432
"Javon Wims","Chicago Bears","chi",2018,16,1,1,"knee",10,10,0,0,0,0,0,0,1,0,"CHI","1",1,"WR",2018,7,224,74,221,"1994-09-11",4.53,7,NA,113,75,215,NA,33.5,0,24,28.3716216216216
"Giovani Bernard","Cincinnati Bengals","cin",2018,16,5,4,"knee",5,9,0,0,0,0,0,0,1,0,"CIN","1",1,"RB",2013,2,37,69,205,"1991-11-22",4.53,6.91,19,122,68,202,4.12,33.5,1,27,30.2699012812434
"Tyler Boyd","Cincinnati Bengals","cin",2018,16,2,2,"knee",15,16,0,0,0,0,0,0,1,0,"CIN","1",1,"WR",2016,2,55,74,203,"1994-11-15",4.58,6.9,11,119,73,197,4.35,34,1,24,26.0608108108108
"Preston Brown","Cincinnati Bengals","cin",2018,16,9,9,"ankle knee",2,16,0,0,0,0,0,0,1,1,"CIN","1",2,"DEF",2014,3,73,73,251,"1992-10-27",4.86,6.98,23,116,73,251,4.26,33,1,26,33.1118408707075
"Vontaze Burfict","Cincinnati Bengals","cin",2018,16,11,9,"suspension  hip concussion",1,16,1,0,0,1,0,0,0,0,"CIN","1",2,"DEF",NA,NA,NA,73,255,"1990-09-24",5,NA,NA,104,73,248,NA,30,1,28,33.6395196096829
"Tra Carson","Cincinnati Bengals","cin",2018,16,12,12,"hamstring",3,16,0,0,0,0,0,0,1,0,"CIN","1",1,"RB",NA,NA,NA,71,228,"1992-10-24",4.63,NA,19,NA,71,227,NA,NA,0,26,31.7960722078953
"Cody Core","Cincinnati Bengals","cin",2018,16,2,2,"back",1,2,0,0,1,0,0,0,0,0,"CIN","1",1,"WR",2016,6,199,75,205,"1994-04-17",4.47,NA,14,119,75,205,NA,31.5,1,24,25.6204444444444
"Andy Dalton","Cincinnati Bengals","cin",2018,16,5,5,"thumb",12,16,0,0,0,0,0,1,0,0,"CIN","1",1,"QB",2011,2,35,74,219,"1987-10-29",4.83,6.93,NA,106,74,215,4.27,29.5,1,31,28.1148648648649
"Darqueze Dennard","Cincinnati Bengals","cin",2018,16,3,3,"sternoclavicular",7,9,0,1,0,0,0,0,0,0,"CIN","1",1,"DEF",2014,1,24,71,205,"1991-10-10",4.52,NA,15,NA,71,199,NA,NA,1,27,28.5885736956953
"Tyler Eifert","Cincinnati Bengals","cin",2018,16,12,12,"ankle",5,16,0,0,0,0,0,0,0,1,"CIN","1",1,"TE",2013,1,21,78,255,"1990-09-08",4.68,6.92,22,119,77,250,4.32,35.5,1,28,29.4649901380671
"Jordan Evans","Cincinnati Bengals","cin",2018,16,2,2,"ankle",15,16,0,0,0,0,0,0,0,1,"CIN","1",1,"DEF",2017,6,193,75,242,"1995-01-27",NA,NA,NA,NA,NA,NA,NA,NA,0,23,30.2446222222222
"Jake Fisher","Cincinnati Bengals","cin",2018,16,5,5,"back",12,16,0,0,1,0,0,0,0,0,"CIN","1",1,"OL",2015,2,53,78,282,"1993-04-23",5.01,7.25,25,0,78,306,4.33,32.5,1,25,32.5848126232742
"Ryan Glasgow","Cincinnati Bengals","cin",2018,16,13,13,"knee",4,16,0,0,0,0,0,0,1,0,"CIN","1",1,"DEF",2017,4,138,75,300,"1993-09-30",5.13,7.55,20,105,75,302,4.5,27.5,0,25,37.4933333333333
"Cordy Glenn","Cincinnati Bengals","cin",2018,16,4,3,"back",11,14,0,0,1,0,0,0,0,0,"CIN","1",1,"OL",2012,2,41,78,345,"1989-09-18",5.08,8.13,31,93,78,345,5,23.5,1,29,39.8643984220907
"A.J. Green","Cincinnati Bengals","cin",2018,16,7,7,"toe",9,16,0,0,0,0,0,0,0,1,"CIN","1",1,"WR",2011,1,4,76,207,"1988-07-31",4.48,6.91,18,126,76,211,4.21,34.5,1,30,25.1940789473684
"Davontae Harris","Cincinnati Bengals","cin",2018,16,13,13,"knee",1,14,0,0,0,0,0,0,1,0,"CIN","1",1,"DEF",2018,5,151,71,200,"1995-01-21",4.43,6.96,22,123,72,200,4.4,32.5,0,23,27.8912914104344
"Malik Jefferson","Cincinnati Bengals","cin",2018,16,2,2,"foot",15,16,0,0,0,0,0,0,0,1,"CIN","1",1,"OL",2018,3,78,74,241,"1996-11-15",4.52,NA,27,125,75,236,NA,36,0,22,30.9391891891892
"Michael Johnson","Cincinnati Bengals","cin",2018,16,2,1,"knee concussion",3,14,1,0,0,0,0,0,1,0,"CIN","1",2,"DEF",2009,3,70,79,280,"1987-02-07",4.61,7.42,28,128,79,266,4.37,38.5,1,31,31.5398173369652
"Dre Kirkpatrick","Cincinnati Bengals","cin",2018,16,5,3,"concussion shoulder ankle",10,16,1,1,0,0,0,0,0,1,"CIN","1",3,"DEF",2012,1,17,74,190,"1989-10-26",4.5,NA,NA,120,74,186,NA,35,1,29,24.3918918918919
"Tyler Kroft","Cincinnati Bengals","cin",2018,16,11,11,"foot",6,16,0,0,0,0,0,0,0,1,"CIN","1",1,"TE",2015,3,85,78,252,"1992-10-15",4.75,NA,17,NA,77,246,NA,NA,1,26,29.1183431952663
"Carl Lawson","Cincinnati Bengals","cin",2018,16,8,8,"knee",9,16,0,0,0,0,0,0,1,0,"CIN","1",1,"DEF",2017,4,116,74,265,"1995-06-29",4.67,7.46,35,114,74,261,4.19,33,0,23,34.0202702702703
"Josh Malone","Cincinnati Bengals","cin",2018,16,5,5,"hamstring",9,13,0,0,0,0,0,0,1,0,"CIN","1",1,"WR",2017,4,128,75,205,"1996-03-21",4.4,7.05,10,121,75,208,4.19,30.5,0,22,25.6204444444444
"Tony McRae","Cincinnati Bengals","cin",2018,16,5,4,"concussion hamstring",12,16,1,0,0,0,0,0,1,0,"CIN","1",2,"DEF",NA,NA,NA,70,185,"1993-05-03",NA,NA,NA,NA,NA,NA,NA,NA,0,25,26.5418367346939
"Joe Mixon","Cincinnati Bengals","cin",2018,16,2,2,"knee",3,4,0,0,0,0,0,0,1,0,"CIN","1",1,"RB",2017,2,48,73,220,"1996-07-24",NA,NA,NA,NA,NA,NA,NA,NA,0,22,29.022330643648
"Cedric Ogbuehi","Cincinnati Bengals","cin",2018,16,1,1,"wrist",6,6,0,0,0,0,0,1,0,0,"CIN","1",1,"OL",2015,1,21,77,310,"1992-04-25",4.98,NA,23,NA,77,306,NA,NA,0,26,36.7566200033732
"Billy Price","Cincinnati Bengals","cin",2018,16,6,6,"foot",3,8,0,0,0,0,0,0,0,1,"CIN","1",1,"OL",2018,1,21,76,308,"1994-10-11",NA,NA,NA,NA,76,305,NA,NA,1,24,37.4868421052632
"Alex Redmond","Cincinnati Bengals","cin",2018,16,1,1,"hamstring",9,9,0,0,0,0,0,0,1,0,"CIN","1",1,"OL",NA,NA,NA,77,320,"1995-01-18",5.3,7.75,30,111,77,294,4.9,28,1,23,37.9423174228369
"John Ross","Cincinnati Bengals","cin",2018,16,4,3,"groin",5,10,0,0,0,0,0,0,1,0,"CIN","1",1,"WR",2017,1,9,71,194,"1995-11-27",4.22,NA,NA,133,71,188,NA,37,1,23,27.0545526681214
"KeiVarae Russell","Cincinnati Bengals","cin",2018,16,1,1,"finger",14,14,0,0,0,0,0,1,0,0,"CIN","1",1,"DEF",2016,3,74,71,196,"1993-10-19",4.49,NA,17,NA,71,192,NA,NA,1,25,27.3334655822257
"Mason Schreck","Cincinnati Bengals","cin",2018,16,9,9,"knee",8,16,0,0,0,0,0,0,1,0,"CIN","1",1,"TE",2017,7,251,77,252,"1993-11-04",NA,NA,NA,NA,NA,NA,NA,NA,0,25,29.8795749704841
"Josh Tupou","Cincinnati Bengals","cin",2018,16,6,6,"pectoral",11,16,0,0,1,0,0,0,0,0,"CIN","1",1,"DEF",NA,NA,NA,75,345,"1994-05-02",NA,NA,NA,NA,NA,NA,NA,NA,0,24,43.1173333333333
"Nick Vigil","Cincinnati Bengals","cin",2018,16,5,5,"knee",7,11,0,0,0,0,0,0,1,0,"CIN","1",1,"DEF",2016,3,87,74,230,"1993-08-20",4.72,6.73,NA,115,74,239,4,31.5,1,25,29.527027027027
"Adolphus Washington","Cincinnati Bengals","cin",2018,16,7,7,"knee",10,16,0,0,0,0,0,0,1,0,"CIN","1",1,"DEF",2016,3,80,76,295,"1994-11-24",5.17,8.06,21,99,75,301,4.79,27,0,24,35.9046052631579
"Shawn Williams","Cincinnati Bengals","cin",2018,16,1,0,"concussion",7,7,1,0,0,0,0,0,0,0,"CIN","1",1,"DEF",2013,3,84,72,212,"1991-05-13",4.46,7.01,25,120,72,213,4.25,36,1,27,28.7492283950617
"James Burgess","Cleveland Browns","cle",2018,16,14,13,"concussion  knee hamstring",1,16,1,0,0,0,0,0,2,0,"CLE","1",3,"DEF",NA,NA,NA,72,230,"1994-03-09",NA,NA,NA,NA,NA,NA,NA,NA,0,24,31.190200617284
"Antonio Callaway","Cleveland Browns","cle",2018,16,1,0,"ankle",9,9,0,0,0,0,0,0,0,1,"CLE","1",1,"WR",2018,4,105,71,200,"1997-01-09",4.41,NA,NA,121,71,200,NA,34,1,21,27.8912914104344
